,nome-geografico,match,name,nome-vide,vide_type,lookup,faculdade,nome-pai,uc-entrada,match_error,match_obs
269289,Brasil,,António Militã de Sousa Aimbere,António Militão de Sousa,rep,António Militão de Sousa,Leis,António José de Sousa,0000-00-00,False,
141782,Baía,,António Militão de Sousa Aimbare,Sousa,cut,António Militão de Sousa,Cursos jurídicos (Cânones ou Leis),,0000-00-00,False,
141782,Brasil,,António Militão de Sousa Aimbare,Sousa,cut,António Militão de Sousa,Cursos jurídicos (Cânones ou Leis),,0000-00-00,False,
243068,Barcelos,,António Pais de Faria,António Miranda de Lemos,rep,António Miranda de Lemos,,Inácio de Lemos,0000-00-00,False,
286703,Lisboa,,António de Miranda,Henriques,add,António de Miranda Henriques,Cânones,Fernando de Miranda,1770-07-20,False,
247821,Portalegre,,António de Miranda,Henriques,add,António de Miranda Henriques,Cânones,Gonçalo Rodrigues de Sousa,1645-12-30,False,
247802,Barcelos,,António Miranda,Lemos,add,António Miranda Lemos,Cânones,,1688-10-01,False,
153450,Viana,,António Moniz de Carvalho,Moniz,cut,António Moniz,Artes,,1628-03-18,False,
282747,Barrosas,,António Monteiro do Couto Ribeiro dos Guimarães,Couto,cut,António Monteiro do Couto,,,0000-00-00,False,
241366,Lisboa,,António Monteiro de Mesquita,Monteito,add,António Monteiro de Mesquita Monteito,Cânones,,0000-00-00,False,
251041,,,António Monteiro,,novid,António Monteiro,Artes,,0000-00-00,False,
251111,Mesão Frio,,António Monteiro,Fonseca,add,António Monteiro Fonseca,Medicina,,1703-10-01,False,
251098,Lisboa,,António Monteiro,Mesquita,add,António Monteiro Mesquita,Cânones,António Monteiro,1619-01-09,False,
251098,Lisboa,,António Monteiro,Mesquita,add,António Monteiro Mesquita,Leis,António Monteiro,1619-01-09,False,
248013,Alvito,,António Monteiro de Miranda,Monteiro,cut,António Monteiro,Leis,Francisco Monteiro,0000-00-00,False,
280961,Provesende,,António de Morais Borges,Carvalho Monteiro,add,António de Morais Borges Carvalho Monteiro,Cânones,José Borges de Carvalho Monteiro,1759-03-19,False,
134826,Provesende,,António de Morais Pimentel Rebelo,Borges de Carvalho Monteiro,add,António de Morais Pimentel Rebelo Borges de Carvalho Monteiro,,,0000-00-00,False,
233204,,,Francisco António Moreira,António Moreira da Silva,rep+,António Moreira da Silva,,,0000-00-00,False,
239882,Leiria,,António de Moura,Cunha,add,António de Moura Cunha,Cânones,,1686-10-01,False,
284593,Angeja,,António Mourão da Rocha Botelho e Magalhães,António Mourão da Rocha,cut,António Mourão da Rocha,,,0000-00-00,False,
246620,Coimbra,,António Mourão,António Rodrigues Morão,rep,António Rodrigues Morão,Medicina,Manuel Rodrigues,1650-10-15,False,
168129,,,António da Natavidade,António da Natavidade Coimbra,rep,António da Natavidade Coimbra,,,0000-00-00,False,
195075,,,António da Natividade Coimbra,Natividade,cut,António da Natividade,Teologia,,1758-10-01,False,
168387,,,António de Nazaré,de São Bernardo,add,António de Nazaré de São Bernardo,Teologia,,1619-02-04,False,
183510,Porto,,António Nazoni Barberim Mascarenhas Malafaia,Barberim,cut,António Nazoni Barberim,,,0000-00-00,False,
150562,Porto,,António Nazoni Barberim,Mascarenhas e vide Malafaia,add,António Nazoni Barberim Mascarenhas e vide Malafaia,Leis,,1750-10-01,False,
170682,Porto,,António Nazoni Mascarenhas,Bouberim,add,António Nazoni Mascarenhas Bouberim,Cursos jurídicos (Cânones ou Leis),,1750-10-01,False,
168689,Silves,,António Neto,Andrade,add,António Neto Andrade,Leis,,0000-00-00,False,
168684,Granja,,António Neto,Lobo,add,António Neto Lobo,Cânones,,0000-00-00,False,
227850,Santarém,,António das Neves Pereira,Neves,cut,António das Neves,,,0000-00-00,False,
221737,Sarzedo,,António das Neves Seco,Neves,cut,António das Neves,,,0000-00-00,False,
278571,Portela,,António Nobre Pereira de Almeida Carneiro,António Nobre Pereira Almeida,rep,António Nobre Pereira Almeida,,,0000-00-00,False,
145944,Lisboa,,António de Noronha de Andrade,Noronha,cut,António de Noronha,Leis,Manuel de Andrade,1680-10-15,False,
172480,Basto,,António de Novais,Magalhães,add,António de Novais Magalhães,,António de Novais de Magalhães,0000-00-00,False,
199628,Izeda,,António Nunes da Costa,Nunes,cut,António Nunes,,António Nunes,0000-00-00,False,
198865,,,António de Nápoles Távora,,novid,António de Nápoles Távora,,,0000-00-00,False,
284255,Mangualde,,António de Oliveira e Amaral Machado,Amaral,cut,António de Oliveira e Amaral,,,0000-00-00,False,
196669,Avis,,António de Oliveira Correia,Oliveira,cut,António de Oliveira,,António de Oliveira,0000-00-00,False,
209067,Aldeia Nova do Cabo,,António de Oliveira da Cunha,Oliveira,cut,António de Oliveira,Leis,,0000-00-00,False,
209068,Fundão,,António de Oliveira da Cunha,Oliveira,cut,António de Oliveira,Leis,António de Oliveira,0000-00-00,False,
174357,Lisboa,,António de Oliveira,Silva,add,António de Oliveira Silva,Cânones,Gregório d,1664-12-11,False,
273841,Algodres,,António Osório de Sousa e Castro Cabral,Albuquerque,add,António Osório de Sousa e Castro Cabral Albuquerque,Leis,,0000-00-00,False,
273841,Fornos de Algodres,,António Osório de Sousa e Castro Cabral,Albuquerque,add,António Osório de Sousa e Castro Cabral Albuquerque,Leis,,0000-00-00,False,
290592,Algodres,,António Osório de Sousa e Castro,Albuquerque,add,António Osório de Sousa e Castro Albuquerque,Leis,João Osório de Albuquerque Castro,0000-00-00,False,
290592,Linhares,,António Osório de Sousa e Castro,Albuquerque,add,António Osório de Sousa e Castro Albuquerque,Leis,João Osório de Albuquerque Castro,0000-00-00,False,
139980,Gouveia,,António Osório da Fonseca,Osório,cut,António Osório,Cânones,,0000-00-00,False,
139980,São Paio,,António Osório da Fonseca,Osório,cut,António Osório,Cânones,,0000-00-00,False,
176936,Ilha da Madeira,,António Ousel,Freitas,add,António Ousel Freitas,Leis,,1574-12-08,False,
240128,Coimbra,,António Pacheco Fabião,Pacheco,cut,António Pacheco,,,0000-00-00,False,
176689,Ilha de São Miguel,,António Pacheco Osório,Pacheco,cut,António Pacheco,,,0000-00-00,False,
280242,São João de Areis,,António Pais da Fonseca,Pais,cut,António Pais,Cânones,João Pais,0000-00-00,False,
165778,Coimbra,,António de Paiva Espírito Santo,Pimentel,add,António de Paiva Espírito Santo Pimentel,,,0000-00-00,False,
222890,Sardoal,,António Vaz de Parada,António de Parada,rep,António de Parada,,,0000-00-00,False,
140140,Lisboa,,António Paulo e Ribeira,Paulo,cut,António Paulo,Leis,Leonardo Paulo,1580-05-06,False,
223241,Lisboa,,António Paulo,Ribeiro,add,António Paulo Ribeiro,,,0000-00-00,False,
283800,Porto,,António Pedro de Alcântara de Sá Lopes,Sá,cut,António Pedro de Alcântara de Sá,,,0000-00-00,False,
284257,Tavira,,António Pedro Batista Machado,António Pedro Batista,cut,António Pedro Batista,Cânones,Manuel Batista Machado,0000-00-00,False,
133037,Lisboa,,António Pedro de Carvalho Quintão,de Carvalho,cut,António Pedro de Carvalho,,,0000-00-00,False,
183288,Porto,,António Pedro da Maia,Pereira,add,António Pedro da Maia Pereira,Leis,Cristovão da Maia,1611-10-14,False,
277653,Penafiel,,António Pedro de Sousa Cardoso,e Silva de Queirós,add,António Pedro de Sousa Cardoso e Silva de Queirós,,,0000-00-00,False,
294892,Torres Novas,,António Pedro de Sousa Sá,Sousa,cut,António Pedro de Sousa,,,0000-00-00,False,
287735,Porto,,António Pedro Xavier de Oliveira,Leite,add,António Pedro Xavier de Oliveira Leite,,,0000-00-00,False,
287737,São João de Airão,,António Pedro Xavier de Oliveira,Xavier,cut,António Pedro Xavier,,,0000-00-00,False,
145285,Rio Maior,,António Pedro Duarte Amado,António Pedro,cut,António Pedro,,,0000-00-00,False,
273334,Minas Gerais,,António Pereira Barreto,Pedroso,add,António Pereira Barreto Pedroso,,Miguel Pedro Barreto,0000-00-00,False,
273334,Pouso Alto,,António Pereira Barreto,Pedroso,add,António Pereira Barreto Pedroso,,Miguel Pedro Barreto,0000-00-00,False,
278577,Peso da Régua,,António Pereira Carneiro,Canavarro,add,António Pereira Carneiro Canavarro,,,0000-00-00,False,
162752,Rubiães,,António Pereira Dinis,Cabral,add,António Pereira Dinis Cabral,,,0000-00-00,False,
182651,Braga,,António Pereira de Magalhães,Vilarinho,add,António Pereira de Magalhães Vilarinho,,Vicente Pereira de Magalhães,0000-00-00,False,
144238,Lisboa,,António Pereira de Quadros Almendra,Quadros,cut,António Pereira de Quadros,,,0000-00-00,False,
172141,Barcelos,,António Pereira da Rocha Faria Gaio,António Pereira da Rocha Rego,rep,António Pereira da Rocha Rego,,,0000-00-00,False,
136500,Barcelos,,António Pereira da Rocha Rego,Faria Gaio,add,António Pereira da Rocha Rego Faria Gaio,Cânones,António Pereira da Rocha Faria Gaio,1740-10-01,False,
136500,Barcelos,,António Pereira da Rocha Rego,Faria Gaio,add,António Pereira da Rocha Rego Faria Gaio,Leis,António Pereira da Rocha Faria Gaio,1740-10-01,False,
225757,Caniço,,António Pereira,Barroso,add,António Pereira Barroso,Cânones,,1726-11-04,False,
225799,Açores,,António Pereira,Botelho,add,António Pereira Botelho,Cânones,Rui Pereira,0000-00-00,False,
225799,Ilha de São Miguel,,António Pereira,Botelho,add,António Pereira Botelho,Cânones,Rui Pereira,0000-00-00,False,
225722,Sernancelhe,,António Pereira,Botelho,add,António Pereira Botelho,Cânones,Duarte Lopes Botelho,1603-10-29,False,
196672,Porto,,António Pereira Correia,Pereira,cut,António Pereira,Cânones,Manuel Pereira Correia,1722-07-17,False,
199640,Basto,,António Pereira da Costa,Pereira,cut,António Pereira,,Gonçalo João,0000-00-00,False,
225746,Baía,,António Pereira,Cruz,add,António Pereira Cruz,Medicina,João de Valença,0000-00-00,False,
225746,Brasil,,António Pereira,Cruz,add,António Pereira Cruz,Medicina,João de Valença,0000-00-00,False,
225892,Porto,,António Pereira,Maia,add,António Pereira Maia,Cânones,Cristóvão da Maia,1604-10-16,False,
225892,Porto,,António Pereira,Maia,add,António Pereira Maia,Leis,Cristóvão da Maia,1604-10-16,False,
221628,Évora,,António Pereira Saxinho,Pereira,cut,António Pereira,,,0000-00-00,False,
225739,,,António Pereira,Saxinho,add,António Pereira Saxinho,Cursos jurídicos (Cânones ou Leis),Silvestre do Val,1693-10-01,False,
214235,Ponte de Lima,,António Pereira Velho,Pereira,cut,António Pereira,,Fernandes de Oliveira,0000-00-00,False,
219830,Portalegre,,António Pereira Vinagre,Pereira,cut,António Pereira,,,0000-00-00,False,
298106,Lamego,,António Perfeito Pereira Pinto,António Perfeito Pinto de Moura Coutinho,rep,António Perfeito Pinto de Moura Coutinho,,,0000-00-00,False,
133488,Torrozelo,,António Pessoa Delgado,Homem de Lemos,add,António Pessoa Delgado Homem de Lemos,Cânones,,1728-12-11,False,
134509,Coimbra,,António Pessoa de Sá de Figueiredo,Cunha,add,António Pessoa de Sá de Figueiredo Cunha,,,0000-00-00,False,
227985,Santarém,,António da Piedade Antunes Pereira,Piedade,cut,António da Piedade,,,0000-00-00,False,
240998,,,António da Piedade,Gaio,add,António da Piedade Gaio,Teologia,,1708-10-01,False,
241652,Torre de Moncorvo,,António Pimentel,Costa,add,António Pimentel Costa,,,0000-00-00,False,
169965,Gouveia,,António Pinheiro Furtado,Pinheiro,cut,António Pinheiro,Cânones,Manuel Pinheiro Furtado,1656-11-09,False,
243433,Lisboa,,António Pinheiro,Ponte,add,António Pinheiro Ponte,Leis,Manuel Pinheiro,0000-00-00,False,
243400,Arrifana de Sousa,,António Pinheiro,Silva,add,António Pinheiro Silva,Cânones,Gaspar Moreira,0000-00-00,False,
287873,Santa Marinha de Lodares,,António Pinto Coelho Soares de Moura,Soares,cut,António Pinto Coelho Soares,,,0000-00-00,False,
132654,Favaios,,António Pinto de Queirós,António Pinto de Morais de Queirós,rep,António Pinto de Morais de Queirós,Leis,,1763-10-01,False,
245669,Arraiolos,,António Pinto,Correia,add,António Pinto Correia,,Mateus Pinto,0000-00-00,False,
235903,Tondela,,António Pinto da Mota,Pinto,cut,António Pinto,,Nuno Fernandes,0000-00-00,False,
311286,,,António Pires Mendes dos Prazeres,Mendes,cut,António Pires Mendes,,,0000-00-00,False,
153476,Leiria,,António Pires Moreno de Carvalho,Moreno,cut,António Pires Moreno,Cânones,,1700-10-01,False,
214236,Santarém,,António Preto Velho,Preto,cut,António Preto,Medicina,Pedro Rodrigues Preto,0000-00-00,False,
281671,,,António das Póvoas e Brito,Marecos,add,António das Póvoas e Brito Marecos,,,0000-00-00,False,
209204,Vilarinho da Lousã,,António Quaresma de Vasconcelos,António Quaresma de Távora e Vasconcelos,rep,António Quaresma de Távora e Vasconcelos,,,0000-00-00,False,
172238,Malega,,António Rafael Robles,António Rafael,cut,António Rafael,,,0000-00-00,False,
317675,Landal,,António Raimundo de Abreu Velho,Coutinho,add,António Raimundo de Abreu Velho Coutinho,,,0000-00-00,False,
205531,Lisboa,,António Raimundo de Pina Coutinho,Pina,cut,António Raimundo de Pina,,,0000-00-00,False,
230517,Évora,,António Ramalho Rufasco,Rufugio,add,António Ramalho Rufasco Rufugio,Cânones,,1672-12-02,False,
290598,Porto,,António Ramalho Pinheiro e Castro,António Ramalho,cut,António Ramalho,,,0000-00-00,False,
290598,Soalhães,,António Ramalho Pinheiro e Castro,António Ramalho,cut,António Ramalho,,,0000-00-00,False,
215979,Brasil,,António Ramires Victória,Ramires,cut,António Ramires,,,0000-00-00,False,
215979,Pernambuco,,António Ramires Victória,Ramires,cut,António Ramires,,,0000-00-00,False,
133639,Pernambuco,,António Ramires,Vitória,add,António Ramires Vitória,Cânones,,1666-11-01,False,
288344,Baia,,António Ramos da Silva Nogueira,Silva,cut,António Ramos da Silva,,,0000-00-00,False,
276564,,,António Rebelo de Campos,Andrade,add,António Rebelo de Campos Andrade,,,0000-00-00,False,
179955,Vila Real,,António Rebelo de Gouveia,Macedo,add,António Rebelo de Gouveia Macedo,Cânones,,0000-00-00,False,
318787,Vila Real,,António Rebelo de Matos Rocha,Matos,cut,António Rebelo de Matos,,,0000-00-00,False,
199729,São Pedro do Sul,,António Rebelo da Costa,Rebelo,cut,António Rebelo,,António da Costa,0000-00-00,False,
209208,Olvieira de Azeméis,,António dos Reis e Vasconcelos,Figueiredo e vide Reis,add,António dos Reis e Vasconcelos Figueiredo e vide Reis,,,0000-00-00,False,
289976,Manteigas,,António Ribeiro Barbas de Sousa Saraiva Castelo Branco,António Ribeiro Barbas de Sousa,cut,António Ribeiro Barbas de Sousa,,,0000-00-00,False,
295635,Sarzedo,,António Ribeiro de Carvalho Amorim Pessoa,António Ribeiro de Carvalho Abreu Pessoa Amorim,rep,António Ribeiro de Carvalho Abreu Pessoa Amorim,Leis,João António Ribeiro de Carvalho,0000-00-00,False,
153071,São Pedro de Paus,,António Ribeiro,,novid,António Ribeiro,,,0000-00-00,False,
152981,Leiria,,António Ribeiro,Lobo,add,António Ribeiro Lobo,Cânones,,1690-10-01,False,
295568,Ponte de Lima,,António Roberto de Araújo Queirós,António Roberto de Macedo e Araújo,rep,António Roberto de Macedo e Araújo,,António Roberto de Araújo Lima,0000-00-00,False,
172658,Ilha Terceira,,António da Rocha,Frois,add,António da Rocha Frois,,Sebastião Fernandes,0000-00-00,False,
141325,Casas Novas,,António Rodrigues Chaves Pereira de Afonseca,Fonseca,add,António Rodrigues Chaves Pereira de Afonseca Fonseca,Cursos jurídicos (Cânones ou Leis),,0000-00-00,False,
177185,,,António Rodrigues de Gamboa,,novid,António Rodrigues de Gamboa,Leis,,0000-00-00,False,
309267,Brasil,,António Rodrigues Pio,Santos,add,António Rodrigues Pio Santos,,,0000-00-00,False,
309267,Rio de Janeiro,,António Rodrigues Pio,Santos,add,António Rodrigues Pio Santos,,,0000-00-00,False,
140613,Valença,,António Rodrigues de Abreu,Rodrigues,cut,António Rodrigues,Cânones,Gonçalo Rodrigues,0000-00-00,False,
141237,Cantanhede,,António Rodrigues de Aguiar,Rodrigues,cut,António Rodrigues,,Tomé Francisco,0000-00-00,False,
151291,Viseu,,António Rodrigues Barreto,Rodrigues,cut,António Rodrigues,Medicina,,0000-00-00,False,
193025,Rio de Vide,,António Rodrigues,Manso,add,António Rodrigues Manso,,,0000-00-00,False,
251971,Alpedriz,,António Rodrigues Monteiro,Rodrigues,cut,António Rodrigues,Cânones,,1706-10-01,False,
192732,Miranda do Corvo,,António Rodrigues,Paiva,add,António Rodrigues Paiva,,,0000-00-00,False,
191986,Condeixa-a-Nova,,António Rodrigues,António Rodrigues Paula,rep,António Rodrigues Paula,Direito,Victorino Rodrigues,1854-10-11,False,
293520,Duas Igrejas,,António Rodrigues Pereira,Rodrigues,cut,António Rodrigues,,,0000-00-00,False,
191315,Abrantes,,António Rodrigues,Silva,add,António Rodrigues Silva,,António Rodrigues,0000-00-00,False,
192082,Ferreira do Zêzere,,António Rodrigues,Tomás,add,António Rodrigues Tomás,,,0000-00-00,False,
218760,Redinha,,Manuel Rodrigues,António Rodrigues,rep,António Rodrigues,(?),,1689-11-03,False,
288902,Bouça,,António Salema de Noronha,António Salema de Noronha Coutinho Garrido,rep,António Salema de Noronha Coutinho Garrido,Cânones,Lourenço Xavier Garrido,0000-00-00,False,
147609,Évora,,António Salgado de Araújo,Salgado,cut,António Salgado,,Manuel Salgado,0000-00-00,False,
214507,Coimbra,,António Saraiva de Sampaio,Melo,add,António Saraiva de Sampaio Melo,,,0000-00-00,False,
250491,Bragança,,António Sarmento Pereira de Morais,Sarmento,cut,António Sarmento,Cursos jurídicos (Cânones ou Leis),,1703-10-01,False,
287757,Paredes,,António da Silva Leitão Oliveira,Sampaio,add,António da Silva Leitão Oliveira Sampaio,Leis,,0000-00-00,False,
163497,Bragança,,António da Silva Serra Donas,Serra,cut,António da Silva Serra,,,0000-00-00,False,
269817,,,António da Silva e Almeida,Silva,cut,António da Silva,Leis,Roque da Costa e Silva,0000-00-00,False,
185253,Águeda,,António da Silva Belo,Silva,cut,António da Silva,,Domingos Fernandes,0000-00-00,False,
172145,Viana,,António da Silva Gaio,Silva,cut,António da Silva,Leis,João Salema,0000-00-00,False,
224510,Lisboa,,António da Silva,Henriques,add,António da Silva Henriques,,André da Silva,0000-00-00,False,
224489,Évora,,António da Silva,Pimentel,add,António da Silva Pimentel,,,0000-00-00,False,
224549,Santarém,,António da Silva,Pinto,add,António da Silva Pinto,,Manuel da Silva Pinto,0000-00-00,False,
249722,Terra do Bouro,,António da Silva Portilho,Silva,cut,António da Silva,,,0000-00-00,False,
224457,Caldas,,António da Silva,Sousa,add,António da Silva Sousa,Leis,Henriques da Silva,0000-00-00,False,
235747,Lisboa,,António da Silva e Sousa,Silva,cut,António da Silva,,Marcos da Cruz,0000-00-00,False,
298108,Lamego,,António da Silveira Pinto,Fonseca,add,António da Silveira Pinto Fonseca,,,0000-00-00,False,
279295,Aveiro,,António Simões de Figueiredo,Cunha,add,António Simões de Figueiredo Cunha,Cânones,José Simões da Cunha,0000-00-00,False,
145286,Bera,,António Simões Amado,Simões,cut,António Simões,,,0000-00-00,False,
231049,Bouro,,António Simões,Amado,add,António Simões Amado,Cânones,,1674-10-01,False,
170561,Lisboa,,António Simões dos Martires,Simões,cut,António Simões,Cursos jurídicos (Cânones ou Leis),,0000-00-00,False,
269341,Aveiro,,João Augusto Leite Ferraz de Albergaria,António Soares Leite Ferraz de Albergaria,rep,António Soares Leite Ferraz de Albergaria,,,0000-00-00,False,
269341,Castelões,,João Augusto Leite Ferraz de Albergaria,António Soares Leite Ferraz de Albergaria,rep,António Soares Leite Ferraz de Albergaria,,,0000-00-00,False,
134832,Lisboa,,António Soares Rebelo,Soares,cut,António Soares,,Manuel Soares,0000-00-00,False,
233549,Avis,,António Soeiro,Tanger,add,António Soeiro Tanger,,,0000-00-00,False,
197007,Avis,,António Soeiro de Tânger,Soeiro,cut,António Soeiro,Cânones,,1555-00-00,False,
284272,Castedo,,António de Sousa Cardoso Pimentel Machado,António de Sousa Cardoso,cut,António de Sousa Cardoso,,,0000-00-00,False,
291392,Brasil,,António de Sousa Cirne,António de Sousa Cirne Lima,rep,António de Sousa Cirne Lima,,,0000-00-00,False,
291392,Pernambuco,,António de Sousa Cirne,António de Sousa Cirne Lima,rep,António de Sousa Cirne Lima,,,0000-00-00,False,
217225,Massarelos,,António de Sousa Licado,Delicado,add,António de Sousa Licado Delicado,,Capitão António Pires Delicado,0000-00-00,False,
149008,Belver,,António de Sousa e Azevedo,Sousa,cut,António de Sousa,Medicina,,0000-00-00,False,
234950,Aljubarrota,,António de Sousa,Barreto,add,António de Sousa Barreto,,,0000-00-00,False,
234951,Amarante,,António de Sousa,Macedo,add,António de Sousa Macedo,Leis,Gonçalo de Sousa,0000-00-00,False,
225413,Lisboa,,António de Sousa da Silva,António de Sousa,cut,António de Sousa,,Marcos da Cruz,0000-00-00,False,
242637,Alcáçovas,,António do Souto,Figueira,add,António do Souto Figueira,Cânones,Brás do Souto,1629-10-17,False,
233818,Óbidos,,António Soutomaior,Mascarenhas,add,António Soutomaior Mascarenhas,Cânones,,1710-10-01,False,
284598,Figueiró dos Vinhos,,António de Sá Mexia Magalhães,António de Sá Magalhães Mexia,rep,António de Sá Magalhães Mexia,,,0000-00-00,False,
181252,Coimbra,,António de Sá de Macedo,Sá,cut,António de Sá,Leis,Marçal de Macedo,0000-00-00,False,
217979,,,António de São Bernardo,Nazaré,add,António de São Bernardo Nazaré,,,0000-00-00,False,
217986,,,António de São Bernardo,Verso,add,António de São Bernardo Verso,Teologia,,1669-10-01,False,
294644,,,António de São José Cunha,São José,cut,António de São José,,,0000-00-00,False,
269813,Lisboa,,António do São Sacramento Tomás de Almeida,e Silva Saldana,add,António do São Sacramento Tomás de Almeida e Silva Saldana,,,0000-00-00,False,
269813,Palma de Cima,,António do São Sacramento Tomás de Almeida,e Silva Saldana,add,António do São Sacramento Tomás de Almeida e Silva Saldana,,,0000-00-00,False,
159754,Coimbra,,António de São Tiago Ribeiro,São Tiago,cut,António de São Tiago,,António São Tiago,0000-00-00,False,
269330,Nelas,,António de Tavares da Cunha Abreu Soares de Albergaria,António Tavares Ferreira da Cunha Cabral,rep,António Tavares Ferreira da Cunha Cabral,Direito,José Tavares Morais da Cunha Cabral,1849-10-12,False,
273847,Moimenta da Serra,,António Tavares de Figueiredo Cunha,António Tavares de Figueiredo e Cabral,rep,António Tavares de Figueiredo e Cabral,,,0000-00-00,False,
202299,Porto,,António Tavares Leitão,Santos,add,António Tavares Leitão Santos,Cânones,Miguel Tavares Leitão,1667-10-01,False,
153546,Coimbra,,António Tavares de Carvalho,Tavares,cut,António Tavares,,,0000-00-00,False,
245964,Ervedal,,António Tavares Pinto,Tavares,cut,António Tavares,Leis,,0000-00-00,False,
133098,Quintela da Lapa,,António Tavares de Quintela,António Tavares,cut,António Tavares,Cânones,,0000-00-00,False,
219291,Porto,,António Tavares dos Santos,Tavares,cut,António Tavares,,,0000-00-00,False,
197167,Porto,,António Tavares,Santos e vide Leitão,rep+,Santos e vide Leitão,Cânones,,0000-00-00,False,
275969,Guiães,,António Taveira de Macedo e Câmara,Macedo,cut,António Taveira de Macedo,Leis,António José Taveira da Câmara,0000-00-00,False,
211557,,,António Teixeira Castro e Sá,Castro,cut,António Teixeira Castro,,,0000-00-00,False,
202524,Pampilhosa,,António Temudo,Cabral,add,António Temudo Cabral,,,0000-00-00,False,
353574,Monte Redondo,,António Torres da Cunha,Torres,cut,António Torres,,,0000-00-00,False,
198831,Açores,,António de Távora,Valadão,add,António de Távora Valadão,Cânones,,1653-11-09,False,
198831,Açores,,António de Távora,Valadão,add,António de Távora Valadão,Leis,,1653-11-09,False,
198831,Ilha Terceira,,António de Távora,Valadão,add,António de Távora Valadão,Cânones,,1653-11-09,False,
198831,Ilha Terceira,,António de Távora,Valadão,add,António de Távora Valadão,Leis,,1653-11-09,False,
166992,Ilha Terceira,,António Usel de Freitas,Ousel,add,António Usel de Freitas Ousel,Leis,Álvaro Afonso,0000-00-00,False,
228098,Mourao,,António de Valadares Limpo,Valadares,cut,António de Valadares,Cânones,Gaspar Rodrigues,1663-01-29,False,
206136,Mourão,,António de Valadares,Limpo,add,António de Valadares Limpo,,,0000-00-00,False,
235519,Tomar,,António do Vale e Menezes,António do Vale de Sousa e Menezes,rep,António do Vale de Sousa e Menezes,Cursos jurídicos (Cânones ou Leis),António do Vale de Sousa,1696-10-01,False,
286323,Porto,,António de Vasconcelos de Carvalho e Menezes,Carvalho,cut,António de Vasconcelos de Carvalho,,,0000-00-00,False,
286323,Salvador de Real,,António de Vasconcelos de Carvalho e Menezes,Carvalho,cut,António de Vasconcelos de Carvalho,,,0000-00-00,False,
196691,Leiria,,António Vaz Correia,Vaz,cut,António Vaz,,Gregório Vaz,0000-00-00,False,
232546,Coimbra,,António Vaz Pereira,Vaz,cut,António Vaz,,,0000-00-00,False,
230396,Vila de Passos,,António Vaz da Silveira,Vaz,cut,António Vaz,,António Vaz,0000-00-00,False,
216861,Guimarães,,António Vaz Vieira,Vaz,cut,António Vaz,,Cosme Vaz,0000-00-00,False,
214674,Lisboa,,António Veloso,Caceres,add,António Veloso Caceres,,Jorge de Caceres,0000-00-00,False,
308255,Lisboa,,"António Venceslau Xavier Castelo-Branco de Vasconcelos Taborda, ",,novid,"António Venceslau Xavier Castelo-Branco de Vasconcelos Taborda, ",Cânones,Francisco Manuel Castelo Branco,0000-00-00,False,
195323,Lisboa,,António Venceslau Xavier,Castelo Branco,add,António Venceslau Xavier Castelo Branco,Cânones,Francisco Manuel Castelo Branco,0000-00-00,False,
288351,Coimbra,,António Vicente de Carvalho,Sousa,add,António Vicente de Carvalho Sousa,,,0000-00-00,False,
293560,Guimarães,,António Vicente de Vasconcelos Pereira,Vasconcelos,cut,António Vicente de Vasconcelos,Cânones,Manuel Pereira de Azevedo Vieira,0000-00-00,False,
233839,Baía,,António Viegas Teixeira Leite Soutomaior,Leite,cut,António Viegas Teixeira Leite,,,0000-00-00,False,
269443,Molelos,,António Vieira de Albuquerque,Tovar,add,António Vieira de Albuquerque Tovar,,,0000-00-00,False,
295252,,,António Vieira de Melo Sampaio,Melo,cut,António Vieira de Melo,,,0000-00-00,False,
185421,Porto,,António Vieira Bernardes,Vieira,cut,António Vieira,,Domingos Vieira,0000-00-00,False,
291479,Pombeiro,,António Vieira Coelho,Vieira,cut,António Vieira,,João Vieira,0000-00-00,False,
199061,Ilha da Madeira,,António Vieira Leandro,Vieira,cut,António Vieira,,,0000-00-00,False,
214552,Guimarães,,António Vilas Boas Sampaio,Sampaio,cut,António Vilas Boas Sampaio,Leis,,0000-00-00,False,
292435,Rojão Pequeno,,António Xavier de Barros e Silva Corte Real,António Xavier de Barros,cut,António Xavier de Barros,,,0000-00-00,False,
295196,Castelo de Vide,,António Xavier da Costa Sameiro,Costa,cut,António Xavier da Costa,,,0000-00-00,False,
144266,Vila Real,,António Álvares,Coelho,add,António Álvares Coelho,Cânones,Cristóvão Álvares,1613-11-06,False,
271459,Lisboa,,António,António de Saldanha Oliveira e Sousa,rep,António de Saldanha Oliveira e Sousa,Cursos jurídicos (Cânones ou Leis),João,0000-00-00,False,
232384,Évora,,Antóniode Azevedo Lobo,Azevedo,cut,Antóniode Azevedo,,,0000-00-00,False,
216701,Amieira,,Aníbal Feio Vieira,Feio,cut,Aníbal Feio,Cânones,,1659-10-29,False,
214555,Nariz,,Apolinário da Costa Sampaio,Sampaio,cut,Apolinário da Costa Sampaio,Cânones,,1750-10-16,False,
152469,Beja,,Arsenio de Mendonça Furtado Brito e Carvalhal,,novid,Arsenio de Mendonça Furtado Brito e Carvalhal,Cursos jurídicos (Cânones ou Leis),,0000-00-00,False,
